customer_key,customer_name,Recency,Frequency,Monetary,Recency_Score,Frequency_Score,Monetary_Score,Customer_Segment,Cluster,Segment_KMeans,PCA1,PCA2
3589,Alexander Taylor,4581,1,40,2,2,4,Loyal Customers,0,Others,-0.7488045154493026,-0.5813619927767086
3596,Andrea Ward,4541,1,40,2,2,4,Loyal Customers,0,Others,-0.7038460603504954,-0.8334842510776301
3601,Ariana Ramirez,4591,1,40,3,2,4,Loyal Customers,0,Others,-0.7600441292240044,-0.5183314282014783
3609,Warren Gao,4733,1,40,4,2,4,At Risk,0,Others,-0.9196466448247702,0.37670258876679324
3613,Ernest Zhang,4506,1,40,1,2,4,Loyal Customers,0,Others,-0.664507412139039,-1.0540912270909364
3619,Gabrielle Baker,4571,1,40,2,2,4,Loyal Customers,0,Others,-0.7375649016746008,-0.644392557351939
3620,Nathaniel Sanders,4549,1,40,2,2,4,Loyal Customers,0,Others,-0.7128377513702567,-0.7830597994174459
3625,Anna Thomas,4543,1,40,2,2,4,Loyal Customers,0,Others,-0.7060939831054357,-0.820878138162584
3638,Dustin Nath,4577,1,40,2,2,4,Loyal Customers,0,Others,-0.7443086699394219,-0.6065742186068007
3660,Zachary Harris,4697,1,40,4,2,4,At Risk,0,Others,-0.8791840352358437,0.1497925562959638
3694,Robert Parker,4565,1,40,2,2,4,Loyal Customers,0,Others,-0.7308211334097797,-0.6822108960970772
3711,Lisa Ma,4561,1,40,2,2,4,Loyal Customers,0,Others,-0.7263252878998989,-0.7074231219271694
3759,Victoria Long,4720,1,40,4,2,4,At Risk,0,Others,-0.9050351469176579,0.2947628548189937
3762,Morgan Kelly,4810,1,40,5,2,4,At Risk,0,Others,-1.0061916708899743,0.8620379359960672
3808,Brenda Martinez,4579,1,40,2,2,4,Loyal Customers,0,Others,-0.7465565926943623,-0.5939681056917547
3811,Russell Anand,4689,1,40,4,2,4,At Risk,0,Others,-0.8701923442160823,0.09936810463577948
3827,Stefanie Lopez,4617,1,40,3,2,4,Loyal Customers,0,Others,-0.7892671250382292,-0.3544519603058793
3851,Audrey Vazquez,4615,1,40,3,2,4,Loyal Customers,0,Others,-0.7870192022832888,-0.3670580732209253
3857,Kari Carlson,4464,1,40,1,2,4,Loyal Customers,0,Others,-0.6173010342852913,-1.318819598306904
3909,Morgan Mitchell,4733,1,40,4,2,4,At Risk,0,Others,-0.9196466448247702,0.37670258876679324
3925,Cynthia Sai,4772,1,40,5,2,4,At Risk,0,Others,-0.9634811385461074,0.6225217906101916
3960,Ross Patel,4591,1,40,3,2,4,Loyal Customers,0,Others,-0.7600441292240044,-0.5183314282014783
3964,Sydney Perry,4531,1,40,2,2,4,Loyal Customers,0,Others,-0.6926064465757935,-0.8965148156528605
3972,Susan Zhu,4690,1,40,4,2,4,At Risk,0,Others,-0.8713163055935524,0.10567116109330253
4013,Emma Hughes,4490,1,40,1,2,4,Loyal Customers,0,Others,-0.6465240300995161,-1.1549401304113052
4092,Jermaine Madan,4718,1,40,4,2,4,At Risk,0,Others,-0.9027872241627175,0.2821567419039476
4159,Victoria Moore,4800,1,40,5,2,4,At Risk,0,Others,-0.9949520571152725,0.7990073714208369
4166,Carl Anand,4655,1,40,3,2,4,Loyal Customers,0,Others,-0.8319776573820961,-0.1149358149200038
4169,Xavier Bell,4581,1,40,2,2,4,Loyal Customers,0,Others,-0.7488045154493026,-0.5813619927767086
4258,Matthew Anderson,4810,1,40,5,2,4,At Risk,0,Others,-1.0061916708899743,0.8620379359960672
4271,Ariana Cox,4626,1,40,3,2,4,Loyal Customers,0,Others,-0.7993827774354608,-0.2977244521881719
4272,Samuel Yang,4598,1,40,3,2,4,Loyal Customers,0,Others,-0.7679118588662958,-0.4742100329988169
4282,Hunter Anderson,4765,1,40,5,2,4,At Risk,0,Others,-0.9556134089038161,0.5784003954075304
4286,Olivia Rodriguez,4769,1,40,5,2,4,At Risk,0,Others,-0.9601092544136968,0.6036126212376225
4294,Mason Watson,4467,1,40,1,2,4,Loyal Customers,0,Others,-0.6206729184177019,-1.2999104289343348
4298,Nicole Bryant,4656,1,40,3,2,4,Loyal Customers,0,Others,-0.8331016187595662,-0.10863275846248076
4308,Jennifer Garcia,4755,1,40,5,2,4,At Risk,0,Others,-0.9443737951291142,0.5153698308323
4319,Grace Watson,4509,1,40,1,2,4,Loyal Customers,0,Others,-0.6678792962714495,-1.0351820577183672
4328,Paula Hernandez,4515,1,40,1,2,4,Loyal Customers,0,Others,-0.6746230645362706,-0.9973637189732292
4331,Catherine Richardson,4804,1,40,5,2,4,At Risk,0,Others,-0.9994479026251532,0.8242195972509289
4333,Jason Sharma,4513,1,40,1,2,4,Loyal Customers,0,Others,-0.6723751417813302,-1.0099698318882753
4336,Emily Patterson,4532,1,40,2,2,4,Loyal Customers,0,Others,-0.6937304079532637,-0.8902117591953375
4359,Danielle Sanders,4503,1,40,1,2,4,Loyal Customers,0,Others,-0.6611355280066284,-1.0730003964635055
4362,Thomas Gonzales,4455,1,40,1,2,4,Loyal Customers,0,Others,-0.6071853818880597,-1.3755471064246112
4374,Kaitlyn Jones,4497,1,40,1,2,4,Loyal Customers,0,Others,-0.6543917597418073,-1.1108187352086438
4391,Jonathan Turner,4596,1,40,3,2,4,Loyal Customers,0,Others,-0.7656639361113553,-0.486816145913863
4393,Sydney Brown,4682,1,40,4,2,4,At Risk,0,Others,-0.862324614573791,0.055246709433118255
4398,Karl Tang,4795,1,40,5,2,4,At Risk,0,Others,-0.9893322502279215,0.7674920891332216
4402,Rachel Hughes,4552,1,40,2,2,4,Loyal Customers,0,Others,-0.7162096355026674,-0.7641506300448767
4404,Jeremiah Ross,4671,1,40,4,2,4,At Risk,0,Others,-0.8499610394216189,-0.014086911599635167
4408,Julia Lee,4539,1,40,2,2,4,Loyal Customers,0,Others,-0.701598137595555,-0.8460903639926762
4409,Olivia Thompson,4601,1,40,3,2,4,Loyal Customers,0,Others,-0.7712837429987063,-0.4553008636262479
4431,Alfredo Jim?®nez,4810,1,40,5,2,4,At Risk,0,Others,-1.0061916708899743,0.8620379359960672
4470,Fernando Williams,4804,1,40,5,2,4,At Risk,0,Others,-0.9994479026251532,0.8242195972509289
4486,Jordan Wright,4773,1,40,5,2,4,At Risk,0,Others,-0.9646050999235776,0.6288248470677147
4487,Kevin Griffin,4672,1,40,4,2,4,At Risk,0,Others,-0.8510850007990891,-0.0077838551421121754
4496,Craig Alonso,4481,1,40,1,2,4,Loyal Customers,0,Others,-0.6364083777022844,-1.2116676385290124
4497,Kelli Goel,4780,1,40,5,2,4,At Risk,0,Others,-0.9724728295658688,0.6729462422703759
4505,Jared James,4705,1,40,4,2,4,At Risk,0,Others,-0.8881757262556051,0.20021700795614808
4509,Megan Brooks,4640,1,40,3,2,4,Loyal Customers,0,Others,-0.8151182367200434,-0.20948166178284938
4510,Zachary Washington,4770,1,40,5,2,4,At Risk,0,Others,-0.9612332157911669,0.6099156776951455
4511,Ernest She,4610,1,40,3,2,4,Loyal Customers,0,Others,-0.7813993953959378,-0.3985733555085405
4514,Madeline Perez,4616,1,40,3,2,4,Loyal Customers,0,Others,-0.788143163660759,-0.36075501676340227
4546,Jennifer Rivera,4647,1,40,3,2,4,Loyal Customers,0,Others,-0.8229859663623346,-0.1653602665801881
4547,Robert Jenkins,4492,1,40,1,2,4,Loyal Customers,0,Others,-0.6487719528544564,-1.142334017496259
4564,Luke Lopez,4566,1,40,2,2,4,Loyal Customers,0,Others,-0.7319450947872499,-0.6759078396395541
4609,Faith James,4604,1,40,3,2,4,Loyal Customers,0,Others,-0.7746556271311168,-0.43639169425367874
4630,Meghan Ruiz,4479,1,40,1,2,4,Loyal Customers,0,Others,-0.6341604549473441,-1.2242737514440583
4741,Johnny Kumar,4583,1,40,2,2,4,Loyal Customers,0,Others,-0.751052438204243,-0.5687558798616625
4743,Grace Thompson,4797,1,40,5,2,4,At Risk,0,Others,-0.9915801729828619,0.7800982020482677
4744,Chloe Thompson,4516,1,40,1,2,4,Loyal Customers,0,Others,-0.6757470259137408,-0.9910606625157061
4748,Evan Nelson,4596,1,40,3,2,4,Loyal Customers,0,Others,-0.7656639361113553,-0.486816145913863
4773,Christopher Anderson,4644,1,40,3,2,4,Loyal Customers,0,Others,-0.819614082229924,-0.18426943595275722
4778,Brianna Smith,4734,1,40,4,2,4,At Risk,0,Others,-0.9207706062022404,0.3830056452243163
4826,Angela Simmons,4465,1,40,1,2,4,Loyal Customers,0,Others,-0.6184249956627615,-1.312516541849381
4838,Julia Johnston,4648,1,40,3,2,4,Loyal Customers,0,Others,-0.8241099277398047,-0.15905721012266508
4849,Gabrielle Hernandez,4483,1,40,1,2,4,Loyal Customers,0,Others,-0.6386563004572248,-1.1990615256139663
4872,Ryan Jai,4756,1,40,5,2,4,At Risk,0,Others,-0.9454977565065844,0.5216728872898231
4878,Jordan Perez,4484,1,40,1,2,4,Loyal Customers,0,Others,-0.6397802618346949,-1.1927584691564432
4885,Dakota Bradley,4717,1,40,4,2,4,At Risk,0,Others,-0.9016632627852473,0.2758536854464246
4888,Deanna Vazquez,4485,1,40,1,2,4,Loyal Customers,0,Others,-0.6409042232121651,-1.1864554126989202
4892,Jordan Lopez,4484,1,40,1,2,4,Loyal Customers,0,Others,-0.6397802618346949,-1.1927584691564432
4911,Caleb Hughes,4763,1,40,5,2,4,At Risk,0,Others,-0.9533654861488757,0.5657942824924843
4937,Abigail Johnson,4539,1,40,2,2,4,Loyal Customers,0,Others,-0.701598137595555,-0.8460903639926762
4940,Jennifer Brown,4661,1,40,4,2,4,At Risk,0,Others,-0.8387214256469171,-0.0771174761748656
4952,Jenna Baker,4733,1,40,4,2,4,At Risk,0,Others,-0.9196466448247702,0.37670258876679324
4956,Neil Ortega,4684,1,40,4,2,4,At Risk,0,Others,-0.8645725373287313,0.0678528223481643
4971,Samuel Thompson,4696,1,40,4,2,4,At Risk,0,Others,-0.8780600738583735,0.14348949983844075
4972,Ryan Jenkins,4674,1,40,4,2,4,At Risk,0,Others,-0.8533329235540296,0.004822257772933922
4974,Christopher Garcia,4507,1,40,1,2,4,Loyal Customers,0,Others,-0.6656313735165091,-1.0477881706334133
4978,Julia Harris,4543,1,40,2,2,4,Loyal Customers,0,Others,-0.7060939831054357,-0.820878138162584
5007,Angelica Henderson,4697,1,40,4,2,4,At Risk,0,Others,-0.8791840352358437,0.1497925562959638
5038,Melissa Kelly,4680,1,40,4,2,4,At Risk,0,Others,-0.8600766918188506,0.04264059651807216
5049,Kelli Yang,4738,1,40,4,2,4,At Risk,0,Others,-0.9252664517121212,0.4082178710544084
5050,Ashlee Nara,4658,1,40,4,2,4,At Risk,0,Others,-0.8353495415145066,-0.09602664554743469
5058,Michele Gomez,4801,1,40,5,2,4,At Risk,0,Others,-0.9960760184927426,0.8053104278783597
5071,Sierra Phillips,4474,1,40,1,2,4,Loyal Customers,0,Others,-0.6285406480599931,-1.2557890337316735
5075,Caleb Roberts,4708,1,40,4,2,4,At Risk,0,Others,-0.8915476103880157,0.21912617732871723
5083,Autumn Zeng,4666,1,40,4,2,4,At Risk,0,Others,-0.8443412325342681,-0.045602193887250383
5092,Alyssa Lewis,4667,1,40,4,2,4,At Risk,0,Others,-0.8454651939117382,-0.039299137429727335
5108,Jordan Edwards,4710,1,40,4,2,4,At Risk,0,Others,-0.8937955331429561,0.23173229024376327
5154,Eric Jai,4620,1,40,3,2,4,Loyal Customers,0,Others,-0.7926390091706397,-0.33554279093331013
5213,Jacqueline Rivera,4494,1,40,1,2,4,Loyal Customers,0,Others,-0.6510198756093968,-1.129727904581213
5240,Gabriel Nelson,4474,1,40,1,2,4,Loyal Customers,0,Others,-0.6285406480599931,-1.2557890337316735
5249,Alyssa Ross,4722,1,40,4,2,4,At Risk,0,Others,-0.9072830696725983,0.3073689677340398
5368,Emily Williams,4543,1,40,2,2,4,Loyal Customers,0,Others,-0.7060939831054357,-0.820878138162584
5478,Anna Gonzales,4798,1,40,5,2,4,At Risk,0,Others,-0.9927041343603321,0.7864012585057908
5486,Ian Foster,4559,1,40,2,2,4,Loyal Customers,0,Others,-0.7240773651449586,-0.7200292348422155
5499,Hunter Jones,4594,1,40,3,2,4,Loyal Customers,0,Others,-0.763416013356415,-0.4994222588289091
5503,Jackson Parker,4467,1,40,1,2,4,Loyal Customers,0,Others,-0.6206729184177019,-1.2999104289343348
5506,Erin Gray,4499,1,40,1,2,4,Loyal Customers,0,Others,-0.6566396824967476,-1.0982126222935977
5643,Mason Mitchell,4514,1,40,1,2,4,Loyal Customers,0,Others,-0.6734991031588005,-1.0036667754307522
5656,Destiny Taylor,4588,1,40,3,2,4,Loyal Customers,0,Others,-0.7566722450915939,-0.5372405975740474
5720,Trevor Russell,4552,1,40,2,2,4,Loyal Customers,0,Others,-0.7162096355026674,-0.7641506300448767
5721,Morgan Perry,4662,1,40,4,2,4,At Risk,0,Others,-0.8398453870243874,-0.07081441971734255
5725,Gabriel Yang,4538,1,40,2,2,4,Loyal Customers,0,Others,-0.7004741762180848,-0.8523934204501992
5788,Nicole Jackson,4515,1,40,1,2,4,Loyal Customers,0,Others,-0.6746230645362706,-0.9973637189732292
5789,Ronnie Gao,4739,1,40,5,2,4,At Risk,0,Others,-0.9263904130895914,0.4145209275119314
5815,Isabella Collins,4810,1,40,5,2,4,At Risk,0,Others,-1.0061916708899743,0.8620379359960672
5863,Timothy Nelson,4466,1,40,1,2,4,Loyal Customers,0,Others,-0.6195489570402317,-1.3062134853918579
5876,Samantha Diaz,4669,1,40,4,2,4,At Risk,0,Others,-0.8477131166666786,-0.026693024514681266
5878,Katelyn Adams,4798,1,40,5,2,4,At Risk,0,Others,-0.9927041343603321,0.7864012585057908
5885,Richard Miller,4748,1,40,5,2,4,At Risk,0,Others,-0.936506065486823,0.47124843562963886
5886,Garrett Cook,4769,1,40,5,2,4,At Risk,0,Others,-0.9601092544136968,0.6036126212376225
5902,Ricky Munoz,4576,1,40,2,2,4,Loyal Customers,0,Others,-0.7431847085619517,-0.6128772750643238
5958,Seth Wilson,4489,1,40,1,2,4,Loyal Customers,0,Others,-0.6454000687220458,-1.1612431868688282
5964,Faith Hughes,4752,1,40,5,2,4,At Risk,0,Others,-0.9410019109967037,0.49646066145973095
5966,Kristi Romero,4767,1,40,5,2,4,At Risk,0,Others,-0.9578613316587564,0.5910065083225764
5981,Jill Moore,4743,1,40,5,2,4,At Risk,0,Others,-0.930886258599472,0.4397331533420236
5992,Brianna Henderson,4764,1,40,5,2,4,At Risk,0,Others,-0.9544894475263459,0.5720973389500074
5995,Deanna Torres,4601,1,40,3,2,4,Loyal Customers,0,Others,-0.7712837429987063,-0.4553008636262479
6045,Ana Hayes,4587,1,40,3,2,4,Loyal Customers,0,Others,-0.7555482837141237,-0.5435436540315705
6118,Lydia Prasad,4531,1,40,2,2,4,Loyal Customers,0,Others,-0.6926064465757935,-0.8965148156528605
6147,Juan Cook,4535,1,40,2,2,4,Loyal Customers,0,Others,-0.6971022920856742,-0.8713025898227683
6159,Mitchell Nara,4763,1,40,5,2,4,At Risk,0,Others,-0.9533654861488757,0.5657942824924843
6163,Rachel Blue,4723,1,40,4,2,4,At Risk,0,Others,-0.9084070310500684,0.31367202419156276
6261,Sean King,4765,1,40,5,2,4,At Risk,0,Others,-0.9556134089038161,0.5784003954075304
6343,William Jones,4750,1,40,5,2,4,At Risk,0,Others,-0.9387539882417634,0.48385454854468496
6344,Tristan Price,4704,1,40,4,2,4,At Risk,0,Others,-0.887051764878135,0.1939139514986251
6360,Mar?¡a Flores,4780,1,40,5,2,4,At Risk,0,Others,-0.9724728295658688,0.6729462422703759
6367,Devin Harris,4770,1,40,5,2,4,At Risk,0,Others,-0.9612332157911669,0.6099156776951455
6379,Zachary Foster,4462,1,40,1,2,4,Loyal Customers,0,Others,-0.6150531115303509,-1.33142571122195
6381,Nathan Adams,4773,1,40,5,2,4,At Risk,0,Others,-0.9646050999235776,0.6288248470677147
6391,Blake Lewis,4716,1,40,4,2,4,At Risk,0,Others,-0.9005393014077772,0.26955062898890153
6398,Alexandra Cook,4697,1,40,4,2,4,At Risk,0,Others,-0.8791840352358437,0.1497925562959638
6419,Victoria Ramirez,4721,1,40,4,2,4,At Risk,0,Others,-0.906159108295128,0.3010659112765168
6420,Brianna Reed,4778,1,40,5,2,4,At Risk,0,Others,-0.9702249068109284,0.6603401293553299
6429,Xavier Perez,4693,1,40,4,2,4,At Risk,0,Others,-0.874688189725963,0.12458033046587162
6452,Isabelle Wood,4546,1,40,2,2,4,Loyal Customers,0,Others,-0.7094658672378462,-0.8019689687900149
6472,Grace James,4628,1,40,3,2,4,Loyal Customers,0,Others,-0.8016307001904012,-0.28511833927312585
6517,Thomas Foster,4485,1,40,1,2,4,Loyal Customers,0,Others,-0.6409042232121651,-1.1864554126989202
6518,Daniel Williams,4517,1,40,1,2,4,Loyal Customers,0,Others,-0.676870987291211,-0.9847576060581831
6550,Jonathan Taylor,4474,1,40,1,2,4,Loyal Customers,0,Others,-0.6285406480599931,-1.2557890337316735
6555,Emma Harris,4798,1,40,5,2,4,At Risk,0,Others,-0.9927041343603321,0.7864012585057908
6561,Kaylee Richardson,4617,1,40,3,2,4,Loyal Customers,0,Others,-0.7892671250382292,-0.3544519603058793
6578,Justin Lee,4648,1,40,3,2,4,Loyal Customers,0,Others,-0.8241099277398047,-0.15905721012266508
6584,Stephanie Cook,4799,1,40,5,2,4,At Risk,0,Others,-0.9938280957378023,0.7927043149633138
6585,Lisa Liu,4453,1,40,1,2,4,Loyal Customers,0,Others,-0.6049374591331194,-1.3881532193396573
6599,Cameron Harris,4627,1,40,3,2,4,Loyal Customers,0,Others,-0.800506738812931,-0.29142139573064885
6606,Jon Ma,4736,1,40,4,2,4,At Risk,0,Others,-0.9230185289571808,0.3956117581393624
6611,Anna White,4683,1,40,4,2,4,At Risk,0,Others,-0.8634485759512611,0.0615497658906413
6612,Luis Butler,4706,1,40,4,2,4,At Risk,0,Others,-0.8892996876330753,0.20652006441367113
6619,Ramon Liu,4615,1,40,3,2,4,Loyal Customers,0,Others,-0.7870192022832888,-0.3670580732209253
6654,Linda Vazquez,4714,1,40,4,2,4,At Risk,0,Others,-0.8982913786528368,0.25694451607385543
6666,Zachary Jenkins,4537,1,40,2,2,4,Loyal Customers,0,Others,-0.6993502148406147,-0.8586964769077222
6675,Kevin Wang,4583,1,40,2,2,4,Loyal Customers,0,Others,-0.751052438204243,-0.5687558798616625
6680,Joe Mehta,4552,1,40,2,2,4,Loyal Customers,0,Others,-0.7162096355026674,-0.7641506300448767
6688,Miguel Turner,4505,1,40,1,2,4,Loyal Customers,0,Others,-0.6633834507615688,-1.0603942835484594
6697,Madison Simmons,4654,1,40,3,2,4,Loyal Customers,0,Others,-0.8308536960046259,-0.12123887137752683
6824,Ramon Gao,4630,1,40,3,2,4,Loyal Customers,0,Others,-0.8038786229453415,-0.27251222635807976
6873,Robert Miller,4550,1,40,2,2,4,Loyal Customers,0,Others,-0.713961712747727,-0.7767567429599228
7059,Riley Patterson,4598,1,40,3,2,4,Loyal Customers,0,Others,-0.7679118588662958,-0.4742100329988169
7098,Sydney Stewart,4763,1,40,5,2,4,At Risk,0,Others,-0.9533654861488757,0.5657942824924843
7106,Destiny Brooks,4759,1,40,5,2,4,At Risk,0,Others,-0.9488696406389949,0.5405820566623922
7171,Adam Perez,4777,1,40,5,2,4,At Risk,0,Others,-0.9691009454334583,0.6540370728978069
7224,Noah Clark,4788,1,40,5,2,4,At Risk,0,Others,-0.9814645205856303,0.7233706939305603
7236,Vincent Guo,4601,1,40,3,2,4,Loyal Customers,0,Others,-0.7712837429987063,-0.4553008636262479
7324,Jeremy Clark,4644,1,40,3,2,4,Loyal Customers,0,Others,-0.819614082229924,-0.18426943595275722
7341,Arianna Cooper,4532,1,40,2,2,4,Loyal Customers,0,Others,-0.6937304079532637,-0.8902117591953375
7343,Victoria James,4698,1,40,4,2,4,At Risk,0,Others,-0.8803079966133138,0.1560956127534868
7344,Dalton Green,4616,1,40,3,2,4,Loyal Customers,0,Others,-0.788143163660759,-0.36075501676340227
7348,Alyssa Clark,4645,1,40,3,2,4,Loyal Customers,0,Others,-0.8207380436073942,-0.1779663794952342
7350,Jacob Robinson,4760,1,40,5,2,4,At Risk,0,Others,-0.9499936020164652,0.5468851131199153
7359,Oscar Coleman,4744,1,40,5,2,4,At Risk,0,Others,-0.9320102199769422,0.44603620979954667
7366,Daniel Lewis,4690,1,40,4,2,4,At Risk,0,Others,-0.8713163055935524,0.10567116109330253
7418,Jonathan Roberts,4629,1,40,3,2,4,Loyal Customers,0,Others,-0.8027546615678713,-0.2788152828156028
7420,Rachel Johnson,4463,1,40,1,2,4,Loyal Customers,0,Others,-0.6161770729078211,-1.325122654764427
7475,James Smith,4569,1,40,2,2,4,Loyal Customers,0,Others,-0.7353169789196604,-0.6569986702669851
7501,Jose Brown,4499,1,40,1,2,4,Loyal Customers,0,Others,-0.6566396824967476,-1.0982126222935977
7530,Albert Castro,4451,1,40,1,2,4,Loyal Customers,0,Others,-0.602689536378179,-1.4007593322547034
7575,Kaitlyn Taylor,4756,1,40,5,2,4,At Risk,0,Others,-0.9454977565065844,0.5216728872898231
7641,Isaac James,4777,1,40,5,2,4,At Risk,0,Others,-0.9691009454334583,0.6540370728978069
7663,Kyle Sharma,4531,1,40,2,2,4,Loyal Customers,0,Others,-0.6926064465757935,-0.8965148156528605
7752,Kari Schmidt,4798,1,40,5,2,4,At Risk,0,Others,-0.9927041343603321,0.7864012585057908
7779,Miguel Washington,4579,1,40,2,2,4,Loyal Customers,0,Others,-0.7465565926943623,-0.5939681056917547
8078,Pedro Prasad,4679,1,40,4,2,4,At Risk,0,Others,-0.8589527304413804,0.03633754006054911
8083,Alvin Zhang,4659,1,40,4,2,4,At Risk,0,Others,-0.8364735028919768,-0.08972358908991164
8181,Joan Navarro,4566,1,40,2,2,4,Loyal Customers,0,Others,-0.7319450947872499,-0.6759078396395541
8183,Lance Dominguez,4764,1,40,5,2,4,At Risk,0,Others,-0.9544894475263459,0.5720973389500074
8269,Alyssa Ward,4464,1,40,1,2,4,Loyal Customers,0,Others,-0.6173010342852913,-1.318819598306904
8274,Natalie Henderson,4634,1,40,3,2,4,Loyal Customers,0,Others,-0.8083744684552222,-0.2473000005279876
8278,Billy Jim?®nez,4803,1,40,5,2,4,At Risk,0,Others,-0.998323941247683,0.8179165407934058
8304,Sylvia Spencer,4468,1,40,1,2,4,Loyal Customers,0,Others,-0.6217968797951721,-1.2936073724768118
8927,Alexandria Diaz,4748,1,40,5,2,4,At Risk,0,Others,-0.936506065486823,0.47124843562963886
9071,Richard Morris,4641,1,40,3,2,4,Loyal Customers,0,Others,-0.8162421980975135,-0.20317860532532633
9084,Terry Kumar,4536,1,40,2,2,4,Loyal Customers,0,Others,-0.6982262534631444,-0.8649995333652453
9101,Jesse Watson,4491,1,40,1,2,4,Loyal Customers,0,Others,-0.6476479914769863,-1.1486370739537821
